SIGNAL_NAME,Lat,Lng
UP SRBA HOME,2213.23550,8244.02790
UP SRBA STR,2212.61430,8243.95150
UP SRBA ADV STR,2212.38710,8243.92530
UP A:AG22,2211.72220,8243.70590
UP SA G:AG20,2211.38250,8243.43230
UP L XING,2211.28480,8243.36690
UP A:AG18,2210.91210,8243.16810
UP MWRN HOME,2210.45890,8242.92950
UP L XING,2210.37020,8242.88230
UP MWRN STR,2209.82270,8242.66960
UP MWRN ADV STR,2209.66690,8242.61330
UP A:AG16,2209.24610,8242.41160
UP SA G:AG14,2208.85300,8242.19050
UP L XING,2208.77550,8242.14730
UP KTHD HOME,2208.29280,8241.87520
UP L XING,2208.16510,8241.81440
UP KTHD STR,2207.62920,8241.73740
UP KTHD ADV STR,2207.45400,8241.71850
UP L XING,2207.37310,8241.70920
UP SA G:AG12,2206.97440,8241.64570
UP L XING,2206.85670,8241.62520
UP A:AG10,2206.43600,8241.55220
UP BPRH HOME,2205.91700,8241.46280
UP BPRH STR,2205.31250,8241.35370
UP BPRH ADV STR,2205.19090,8241.33300
UP SA G:AG8,2204.64770,8241.24630
UP L XING,2204.49820,8241.24630
UP SA G:AG6,2204.15270,8241.27470
UP L XING,2204.04890,8241.28530
UP SVNI HOME,2203.65000,8241.25970
UP NEU SEC,2203.22040,8241.06170
UP SVNI STR,2203.03560,8240.97640
UP A:AG4,2202.40470,8240.94760
UP A:AG2,2201.71610,8241.02010
UP CPH HOME,2201.90600,8240.50510
UP PND STR,2245.13020,8153.97550
UP PND ADV STR,2244.85990,8154.01950
UP NEU SEC,2244.39020,8154.09760
UP SBRA DIST,2244.28900,8154.11420
UP SBRA INNR DIST,2243.55090,8154.23970
UP SBRA HOME,2242.99130,8154.46330
UP SBRA STR,2242.42520,8154.62500
UP SBRA ADV STR,2242.30450,8154.58490
UP KOI DIST,2241.17910,8155.30370
UP KOI INNR DIST,2240.71600,8155.75630
UP KOI HOME,2240.12360,8155.80320
UP KOI STR,2239.80200,8156.36080
UP L XING:,2239.72610,8156.48970
UP KOI ADV STR,2239.70540,8156.51750
UP BHKT DIST,2236.86450,8153.86620
UP BHTK INNR DIST,2236.69890,8153.42130
UP BHTK HOME,2236.39500,8153.56880
UP BHTK STR,2236.49340,8153.91500
UP BHTK ADV STR,2236.48690,8153.96480
UP W1,2236.48560,8153.97290
UP W2,2236.47960,8154.02350
UP W3,2236.47340,8154.07100
UP W4,2236.46550,8154.13810
UP W5,2236.45940,8154.16510
UP W6,2236.44660,8154.19930
UP W7,2236.41150,8154.24580
UP W8,2236.36480,8154.27800
UP W9,2236.30610,8154.30810
UP W10,2236.25010,8154.33660
UP W11,2236.20010,8154.35930
UP W12,2236.17300,8154.36490
UP W13,2236.14770,8154.36620
UP W14,2236.11910,8154.36240
UP W15,2236.09370,8154.35350
UP W16,2236.06720,8154.33890
UP W17,2236.02350,8154.30660
UP W18,2235.98770,8154.27540
UP W19,2235.94240,8154.23680
UP W20,2235.91970,8154.20360
UP W21,2235.90460,8154.16270
UP W22,2235.89800,8154.10830
UP W23,2235.90850,8154.05480
UP W24,2235.92960,8153.99580
UP W25,2235.94830,8153.93710
UP W26,2235.95220,8153.87650
UP W27,2235.93770,8153.81680
UP W28,2235.90650,8153.76770
UP W29,2235.86360,8153.70940
UP W30,2235.83680,8153.67190
UP W31,2235.79810,8153.61850
UP W32,2235.76010,8153.56530
UP W33,2235.72760,8153.51600
UP W34,2235.71660,8153.48710
UP W35,2235.70790,8153.45770
UP W36,2235.70530,8153.43860
UP W37,2235.70090,8153.37710
UP W38,2235.69710,8153.31220
UP W39,2235.69340,8153.25060
UP W40,2235.69110,8153.21170
UP W41,2235.68890,8153.17280
UP W42,2235.68680,8153.13710
UP W43,2235.68470,8153.10150
UP W44,2235.68280,8153.06900
UP W45,2235.67990,8153.03840
UP W46,2235.67310,8153.00250
UP W47,2235.66290,8152.97100
UP W48,2235.64740,8152.94210
UP W49,2235.62670,8152.91640
UP W50,2235.60190,8152.89680
UP W51,2235.57740,8152.88230
UP W52,2235.54900,8152.87230
UP W53,2235.51740,8152.86850
UP W54,2235.48880,8152.87020
UP W55,2235.45860,8152.87700
UP W56,2235.43340,8152.88910
UP W57,2235.41010,8152.90650
UP W58,2235.38840,8152.92780
UP W59,2235.36970,8152.95280
UP W60,2235.35700,8152.98100
UP W61,2235.34860,8153.01090
UP W62,2235.34530,8153.04080
UP W63,2235.34460,8153.07230
UP W64,2235.34440,8153.10100
UP W65,2235.34440,8153.16170
UP W66,2235.34480,8153.22580
UP W67,2235.34510,8153.28700
UP W68,2235.34120,8153.35370
UP W69,2235.33320,8153.41720
UP W70,2235.32330,8153.48110
UP W71,2235.32570,8153.54250
UP W72,2235.33330,8153.58250
UP W73,2235.34910,8153.62900
UP W74,2235.36030,8153.67180
UP W75,2235.36410,8153.70400
UP W76,2235.35890,8153.73600
UP W77,2235.34780,8153.77250
UP W78,2235.32950,8153.81850
UP W79,2235.30940,8153.86490
UP W80,2235.27770,8153.93730
UP W81,2235.27770,8153.93730
UP W82,2235.24030,8153.98740
UP W83,2235.18580,8154.02270
UP W84,2235.12740,8154.04060
UP W85,2235.07050,8154.05730
UP W86,2235.01400,8154.07450
UP W87,2234.96210,8154.09320
UP W88,2234.92880,8154.11260
UP W89,2234.86270,8154.18090
UP W90,2234.77660,8154.26870
UP W91,2234.74060,8154.30010
UP W92,2234.70680,8154.32550
UP W93,2234.68290,8154.33510
UP W94,2234.65400,8154.34120
UP W95,2234.61420,8154.34040
UP W96,2234.57730,8154.33200
UP W97,2234.50170,8154.30900
UP W98,2234.38070,8154.27390
UP W99,2234.33210,8154.28190
UP W100,2234.29430,8154.29980
UP W101,2234.26160,8154.32620
UP W102,2234.22710,8154.37450
UP W103,2234.21400,8154.41180
UP W104,2234.19900,8154.49010
UP W105,2234.17980,8154.57890
UP W106,2234.15660,8154.62660
UP W107,2234.13580,8154.65570
UP W108,2234.10590,8154.68540
UP KGS DIST,2234.00470,8154.74700
UP NEU SEC,2233.79490,8154.86620
UP KGS INNR DIST,2233.50280,8155.03410
UP KGS HOME,2233.18620,8155.51410
UP KGS STR,2233.05850,8156.26030
UP KGS ADV STR,2233.02140,8156.46980
UP DISTANT,2231.74010,8158.67620
UP INNR DIST,2231.22900,8158.93040
UP TGQ HOME,2230.79650,8159.35700
UP TGQ STR,2230.33860,8159.84230
UP TGQ ADV STR,2230.21690,8159.97170
UP DISTANT,2227.38780,8201.88320
UP INNR DIST,2226.85050,8202.02570
UP BIG HOME,2226.31900,8202.06050
UP BIG STR,2225.64230,8201.91390
UP BIG ADV STR,2225.40610,8201.88230
UP DJ OPEN,2224.90200,8201.76360
UP DISTANT,2223.37250,8201.14820
UP INNR DIST,2222.88330,8200.91620
UP SLKR HOME,2222.35320,8200.72660
UP SLKR STR,2221.65630,8200.54660
UP SLKR ADV STR,2221.47710,8200.49700
UP DISTANT,2219.35140,8200.78020
UP INNR DIST,2218.71520,8200.93220
UP KGB HOME,2218.21900,8201.21040
UP KGB STR,2217.74240,8201.73490
UP KGB ADV STR,2217.60290,8201.91100
UP DISTANT,2215.71910,8202.81090
UP INNR DIST,2215.17400,8203.03350
UP KLTR HOME,2214.59380,8203.27040
UP KLTR STR,2214.02410,8203.50340
UP KLTR ADV STR,2213.85500,8203.57250
UP DISTANT,2211.65080,8204.47400
UP DJ OPEN,2211.28560,8204.62430
UP INNR DIST,2211.14370,8204.68220
UP GTK HOME,2210.45630,8204.96350
UP GTK STR,2209.77550,8205.23470
UP GTK ADV STR,2209.56120,8205.32940
UP A:AK8,2208.92190,8205.59080
UP A:AK6,2208.23950,8205.87000
UP A:AK4,2207.72950,8206.07840
UP USL HOME,2206.71960,8206.49150
UP USL STR,2205.93560,8206.81490
UP USL ADV STR,2205.56830,8207.01410
UP A:AK2,2205.15240,8207.37710
UP NEU SEC,2204.53510,8207.91590
UP CORD HOME,2204.38100,8208.05330
UP CORD STR,2203.48580,8208.51410
UP BSP ADV STR,2203.24960,8208.34610
UP NEU SEC,2203.04690,8208.19430
UP A:AR3,2202.81380,8208.02090
UP DPH HOME,2202.43340,8207.74120
UP DPH STR,2201.55490,8207.33050
UP DPH ADV STR,2201.25910,8207.20450
UP DURG STR,2111.93020,8117.71180
UP DURG ADV STR,2111.81220,8118.05470
UP DURG LINK STR,2111.27000,8118.28110
UP GATE SIG,2111.04080,8118.21900
UP LXING:DD 04,2110.94480,8118.18790
UP GATE DIST,2109.76500,8119.00240
UP GATE INNR DIST,2109.45930,8119.53870
UP GATE SIG,2109.18190,8120.01970
UP LXING:DD 08,2109.14160,8120.08610
UP MXA INNR,2108.95390,8120.51120
UP MXA HOME,2109.23980,8121.02450
UP LXING:DD 10,2109.42230,8121.33430
UP MXA STR,2109.66940,8121.74950
UP MXA STR,2109.48950,8121.43770
UP LXING:DD10,2109.43870,8121.35130
UP MXA ADV STR,2109.32470,8121.15760
UP GATE DIST,2107.28810,8120.24120
UP GATE INNR DIST,2106.73910,8120.13400
UP NUE SEC AHEAD,2106.28440,8120.04420
UP GATE SIG,2106.18990,8120.02550
UP LXING:DD15,2106.06030,8120.00380
UP HALT:PUWA,2105.91990,8119.97110
UP RSA DIST,2105.02940,8119.79470
UP RSA INNR DIST,2104.49860,8119.68960
UP RSA HOME,2103.95600,8119.58220
UP RSA STR,2103.36150,8119.46020
UP LXING:DD19,2103.28660,8119.44830
UP RSA ADV STR,2103.24180,8119.43950
UP LXING:DD24,2101.19150,8119.03270
UP GATE DIST,2100.74370,8118.94280
UP GATE INNR DIST,2100.18990,8118.83080
UP GATE SIG,2059.64570,8118.72190
UP LXING:DD27,2059.52780,8118.69800
UP GDZ DIST,2058.49780,8118.48950
UP GDZ INNR DIST,2057.95800,8118.38030
UP GDZ HOME,2057.41390,8118.27000
UP GDZ STR,2056.77830,8118.13720
UP GDZ ADV STR,2056.64790,8118.11400
UP GATE SIG,2056.46980,8118.07780
UP LXING:DD33,2056.36590,8118.05680
UP NEU SEC,2055.64680,8117.90860
UP GATE DIST,2053.53270,8117.48170
UP GATE INNR DIST,2052.99450,8117.37160
UP GATE SIG,2052.44320,8117.25880
UP LXING:DD39,2052.33830,8117.23700
UP HALT:SKSO,2052.07970,8117.14630
UP GATE SIG,2051.74690,8117.02200
UP LXING:DD40,2051.65020,8116.98640
UP LBO DIST,2049.62450,8116.46490
UP LBO INNR DIST,2049.08910,8116.34150
UP LBO HOME,2048.54780,8116.21730
UP LBO STR,2047.93370,8116.07330
UP LBO ADV STR,2047.81310,8116.04850
UP GATE SIG,2047.47870,8115.97210
UP LXING:DD46,2047.36150,8115.94430
UP GATE DIST,2045.16060,8114.22610
UP GATE INNR DIST,2044.94580,8113.64530
UP NEU SEC,2044.87850,8113.46570
UP GATE SIG,2044.74600,8113.10600
UP LXING:DD48,2044.70520,8112.99540
UP BXA HOME,2044.62310,8112.77400
UP BXA STR,2044.36070,8112.07250
UP LXING:DD50,2044.30650,8111.91490
UP BXA ADV STR,2044.29790,8111.89190
UP HALT:BSBH,2041.37450,8107.56170
UP KYS DIST,2039.74440,8106.81710
UP KYS INNR,2039.34800,8106.40040
UP KYS HOME,2039.01000,8105.94590
UP KYS STR,2038.56580,8105.41530
UP KYS ADV STR,2038.42260,8105.35350
UP LXING:DD59,2038.34320,8105.31740
UP DRZ DIST,2036.81800,8104.62780
UP NEU SEC,2036.76570,8104.60790
UP DRZ INNR,2036.31180,8104.39860
UP DRZ HOME,2035.80310,8104.20460
UP DRZ STR,2035.11240,8104.06460
UP DRZ ADV STR,2034.83530,8104.00130
UP UNMND LXING,2034.83530,8104.00130
UP HALT:SHIT,2029.52660,8104.62640
UP GUDM DIST,2028.05030,8104.95750
UP GUDM INNR,2027.48750,8105.05260
UP LXING:DD62,2027.41460,8105.08050
UP GUDM HOME,2026.79500,8105.21740
UP GUDM STR,2026.11500,8105.08300
UP GUDM ADV STR,2025.95920,8105.05140
UP BPTP DIST,2019.47920,8103.74800
UP BPTP INNR DIST,2018.92880,8103.70000
UP NEU SEC,2018.78450,8103.68640
UP BPTP HOME,2018.37260,8103.71120
UP BPTP STR,2017.64370,8103.93100
UP BPTP ADV STR,2017.48700,8103.97500
UP KETI DIST,2015.26690,8104.31720
UP KETI INNR DIST,2014.72480,8104.47830
UP KETI HOME,2014.13650,8104.67760
UP KETI STR,2013.45860,8104.90960
UP KETI ADV STR,2013.28340,8104.96520
UP AAGH DIST,2007.17940,8108.50450
UP AAGH INNR DIST,2006.63100,8108.43130
UP NEU SEC,2006.40910,8108.40410
UP AAGH HOME,2006.07440,8108.36430
UP AAGH STR,2005.41570,8108.33710
UP AAGH ADV STR,2005.25350,8108.32620
UP W1,2004.87940,8108.37450
UP W2,2004.26400,8108.36700
UP W3,2003.85830,8108.30760
UP W4,2003.54320,8108.25890
UP W5,2003.44330,8108.25280
UP W6,2003.34050,8108.28370
UP W7,2003.04220,8108.44000
UP W8,2002.81440,8108.55870
UP W9,2002.72150,8108.59370
UP W10,2002.56780,8108.61640
UP W11,2002.15150,8108.78500
UP W12,2001.73190,8108.96220
UP W13,2001.56420,8108.99270
UP W14,2000.99490,8109.04820
UP W15,2000.34810,8109.02700
UP W16,1959.74330,8109.00640
UP W17,1959.06360,8108.98320
UP W18,1958.97220,8109.00680
UP W19,1958.90090,8109.05910
UP W20,1958.80330,8109.17050
UP W21,1958.73220,8109.25180
UP W22,1958.65290,8109.34230
UP W23,1958.62510,8109.35920
UP W24,1958.57760,8109.37320
UP W25,1958.54510,8109.36990
UP W26,1958.50380,8109.36560
UP W27,1958.46840,8109.34890
UP W28,1958.42760,8109.32960
UP W29,1958.39480,8109.29790
UP W30,1958.37210,8109.25730
UP W31,1958.33620,8109.15590
UP W32,1958.29290,8109.03370
UP TDOK DIST,1958.23490,8108.87470
UP TDOK INNR DIST,1958.05440,8108.37470
UP TDOK HOME,1957.85290,8107.80880
UP TDOK STR,1957.38240,8107.29260
UP 4TH KDTR STR,2155.84720,8319.54780
UP 4TH KDTR INT STR,2155.84390,8319.54730
UP 4TH KDTR ADV STR,2155.91480,8319.43720
UP 4TH GATE DIST,2156.94220,8317.89810
UP 4TH GATE INNR DIST,2157.26040,8317.41320
UP 4TH GATE SIG,2157.57630,8316.93380
UP 4TH L XING:297,2157.68030,8316.79300
UP 4TH NEU SEC AHEAD,2157.83560,8316.55640
UP 4TH BEF HOME,2157.92200,8316.41800
UP 4TH BEF R HOME,2158.20730,8315.98060
UP 4TH L XING:298,2158.27030,8315.89660
UP 4TH BEF STR,2158.54450,8315.47420
UP 4TH L XING:299,2158.61170,8315.38130
UP 4TH BEF ADV STR,2158.66760,8315.28480
UP 4TH GATE DIST,2158.92860,8314.89980
UP 4TH GATE INNR DIST,2159.25430,8314.40300
UP 4TH GATE SIG,2159.56210,8313.93750
UP 4TH L XING:301,2159.61210,8313.86760
UP 4TH SPGCL HOME,2200.01370,8313.13820
UP 4TH SPGCL STR,2159.99580,8312.58390
UP 4TH ROB INNR DIST,2159.73140,8312.01490
UP 4TH ROB HOME,2159.49270,8311.49690
UP 4TH ROB STR,2159.37050,8310.75340
UP 4TH ROB INT STR,2159.46190,8310.44270
UP 4TH ROB ADV STR,2159.55660,8310.16400
UP 4TH GATE DIST,2159.84970,8309.00920
UP 4TH GATE INNR DIST,2159.88080,8308.40710
UP 4TH DJ OPEN,2159.87830,8308.35090
UP 4TH GATE SIG,2159.85880,8307.81460
UP 4TH L XING:311,2159.85630,8307.67040
UP 4TH KHS INNR DIST,2159.76920,8307.25220
UP 4TH KHS HOME,2159.63730,8306.69420
UP 4TH KHS STR,2159.45950,8305.90370
UP 4TH L XING:313,2159.45230,8305.74640
UP 4TH KHS ADV STR,2159.45670,8305.68040
UP 4TH JDI DIST,2159.61990,8304.96570
UP 4TH JDI INNR DIST,2159.75610,8304.36510
UP 4TH JDI HOME,2159.86710,8303.78230
UP 4TH L XING:316,2159.89230,8303.66620
UP 4TH JDI STR,2200.01300,8303.02730
UP 4TH JDI ADV STR,2200.05280,8302.83720
UP 4TH DJ OPEN,2200.21730,8301.96530
UP 4TH GATE DIST,2200.59970,8259.46760
UP 4TH GATE INNR DIST,2200.57240,8258.82940
UP 4TH GATE SIG,2200.74340,8258.28280
UP 4TH L XING:320,2200.76220,8258.13950
UP 4TH SKT HOME,2200.74500,8257.89500
UP 4TH L XING:321,2200.73210,8257.66240
UP 4TH SKT STR,2200.68610,8257.22670
UP 4TH BUA DIST,2200.96910,8251.68060
UP 4TH BUA INNR DIST,2200.89970,8251.09530
UP 4TH BUA HOME,2200.82400,8250.45990
UP 4TH BUA INT STR,2200.74540,8249.79410
UP 4TH BUA R HOME,2200.68070,8249.23570
UP 4TH L XING:328,2200.67850,8249.07910
UP 4TH BUA STR,2200.73290,8248.61940
UP 4TH BUA ADV STR,2200.75600,8248.41220
UP 4TH SRGD STR,2201.27900,8244.34190
UP 4TH SRGD ADV STR,2201.30570,8244.19060
UP 4TH SAG:AJ307,2201.43720,8243.46480
UP 4TH L XING,2201.45780,8243.34970
UP 4TH A:AJ305,2201.57350,8242.71040
UP 4TH SAG:AJ303,2201.72050,8241.88890
UP 4TH L XING,2201.75760,8241.68330
UP 4TH SAG:AJ301,2201.82430,8241.31650
UP 4TH L XING,2201.84420,8241.20640
UP 4TH NEU SEC AHEAD,2201.85780,8241.09850
UP 4TH CPH HOME,2201.91080,8240.82870
UP 4TH LATIA HOME,2201.69950,8224.55990
UP 4TH LATIA STR,2201.65440,8224.01450
UP 4TH A:UOAJ45,2201.60040,8223.34990
UP 4TH A:UOAJ41,2201.53900,8222.59510
UP 4TH KTSH PH,2201.50460,8222.16930
UP 4TH A:UOAJ37,2201.47950,8221.85780
UP 4TH A:UOAJ33,2201.42550,8221.17330
UP 4TH A:UOAJ29,2201.50380,8220.53910
UP 4TH A:UOAJ25,2201.72090,8219.85550
UP 4TH A:UOAJ21,2201.87220,8219.09520
UP 4TH JRMG HOME,2201.98430,8218.28530
UP 4TH JRMG ADV STR,2202.11920,8217.44630
UP 4TH DJ OPEN,2202.26390,8217.12370
UP 4TH SA G:UOAJ11,2202.40120,8216.76400
UP 4TH L XING:361,2202.45250,8216.65820
UP 4TH A:UOAJ09,2202.68580,8216.07670
UP 4TH A:UOAJ07,2202.93380,8215.47940
UP 4TH A:UOAJ05,2203.16340,8214.92640
UP 4TH GTW HOME,2203.34940,8214.36850
UP 4TH GTW STR,2203.13960,8213.54440
UP 4TH GTW ADV STR,2203.07490,8213.39890
UP 4TH A:UOAJ03,2202.81720,8212.62620
UP 4TH A:UOAJ01,2202.91220,8212.00460
UP 4TH BSP HOME,2203.05340,8211.46200
UP 4TH BSP INT HOME,2203.13560,8211.14890
UP 4TH BSP STR,2203.34300,8210.10820
UP URK STR,2117.84340,8139.12080
UP RSD HOME,2117.24610,8139.08740
UP RSD STR,2116.46360,8139.07580
UP R STR,2115.52670,8137.81730
UP R ADV STR,2115.75190,8137.94040
UP RVH HOME,2116.05380,8138.45360
UP RVH STARTER,2115.94340,8139.20160
UP L XING:RV 3,2115.94490,8139.20840
UP RVH ADV STARTER,2115.81200,8139.56390
UP NZ 500 BOARD,2115.81220,8139.57170
UP NZ 250 BOARD,2115.76690,8139.69580
UP DJ OPEN,2115.71700,8139.83300
UP DJ CLOSE,2115.67870,8139.93840
UP GATE SIGNAL,2115.63720,8140.05270
UP L XING:RV 6,2115.59750,8140.16160
UP GATE SIGNAL,2115.42340,8140.63810
UP L XING:RV 7,2115.37790,8140.76360
UP GATE DIST,2115.04260,8141.68380
UP GATE INN DIST,2114.84500,8142.22500
UP GATE SIGNAL,2114.65000,8142.76070
UP L XING:RV 10,2114.61470,8142.85690
UP GATE DIST,2114.24260,8143.87200
UP L XING:RV 12,2114.15050,8143.12400
UP GATE INN DIST,2114.04400,8144.41500
UP GATE SIG,2113.92290,8144.99160
UP L XING:RV 13,2113.92210,8145.13030
UP MNDH HOME,2113.81200,8145.85790
UP L XING:RV 14,2113.69600,8146.15520
UP MNDH STR,2113.45410,8146.64550
UP MNDH ADV STR,2113.34260,8146.86270
UP NAYA R HOME,2113.19060,8147.45210
UP NRMH STR,2113.02160,8148.42130
UP NRMH ADV STR,2112.95880,8148.77290
UP GATE SIG,2112.85970,8149.33050
UP L XING:RV 17,2112.84250,8149.42770
UP LAE DIST,2112.54010,8151.12930
UP LAE INN DIST,2112.43220,8151.74360
UP LAE HOME,2112.30060,8152.32560
UP L XING:RV 20,2112.26140,8152.44770
UP LAE STR,2112.08710,8153.33490
UP LAE ADV STR,2112.07100,8153.61030
UP NZ 500,2111.95760,8154.37500
UP NZ 250,2111.93110,8154.52340
UP DJ OPEN,2111.92120,8154.57860
UP DJ CLOSE,2111.90400,8154.67570
UP L XING:RV 21,2111.66780,8155.99950
UP ANMD DIST,2111.63560,8156.18010
UP ANMD HOME,2111.53060,8156.77000
UP L XING:RV 23,2111.51080,8156.88080
UP ANMD STR,2111.30160,8157.49750
UP L XING:RV 24,2111.21090,8157.71820
UP ANMD ADV STR,2111.19880,8157.74800
UP L XING:RV 25,2111.13220,8157.91010
UP GATE DIST,2110.33260,8159.41210
UP GATE SIG,2110.04070,8159.93650
UP L XING:RV 28,2110.01900,8159.99650
UP BLSN DIST,2109.63020,8201.10880
UP BLSN HOME,2109.41990,8201.71140
UP BLSN STR,2109.18830,8202.37150
UP L XING:RV 30,2109.14560,8202.49360
UP BLSN ADV STR,2109.12460,8202.55370
UP L XING:RV 31,2109.01910,8202.81880
UP MSMD DIST,2107.30780,8205.16300
UP MSMD HOME,2106.96870,8205.62200
UP L XING:RV 34,2106.91730,8205.72070
UP MSMD STR,2106.79060,8206.31730
UP L XING:RV 35,2106.74810,8206.51220
UP MSMD ADV STR,2106.73700,8206.56780
UP NZ 500,2106.70710,8206.72020
UP NZ 250,2106.70420,8206.73580
UP DJ OPEN,2106.69100,8206.79980
UP DJ CLOSE,2106.68990,8206.80510
UP GATE DIST,2106.35790,8209.00340
UP GATE SIG,2106.36970,8209.65520
UP L XING:RV 38,2106.37500,8209.69580
UP ARN DIST,2106.37250,8209.84470
UP ARN HOME,2106.25750,8210.39840
UP ARN STR,2106.10090,8211.07470
UP L XING:RV 39,2106.04680,8211.31100
UP ARN ADV STR,2106.04340,8211.32610
UP L XING:RV 45,2105.43440,8215.60880
UP BMKJ DIST,2105.35590,8216.15130
UP BMKJ HOME,2104.96540,8216.71330
UP L XING:RV 46,2104.92560,8216.78220
UP BMKJ STR,2104.78340,8217.43890
UP BMKJ ADV STR,2104.74780,8217.62890
UP L XING:RV 47,2104.66100,8218.10050
UP BGBR DIST,2103.43270,8222.18350
UP BGBR HOME,2103.08190,8222.65420
UP L XING:RV 52,2103.01230,8222.74070
UP BGBR STR,2102.62630,8223.22210
UP BGBR ADV STR,2102.51140,8223.36320
UP NZ 500,2100.89940,8225.30170
UP NZ 250,2100.83530,8225.36810
UP DJ OPEN,2100.79230,8225.41250
UP DJ CLOSE,2100.76020,8225.44580
UP L XING:RV 59,2100.21130,8226.01410
UP KMK DIST,2059.72750,8226.51410
UP KMK HOME,2059.31810,8226.93890
UP KMK STR,2058.78460,8227.48770
UP L XING:RV 63,2058.59990,8227.67910
UP KMK ADV STR,2058.57820,8227.70210
UP L XING:RV 67,2056.85700,8229.05850
UP L XING:RV 68,2055.99750,8229.56880
UP KRAR DIST,2055.34250,8229.97650
UP GATE CUM DIST,2054.85650,8230.27970
UP L XING:RV 71,2054.78290,8230.32320
UP KRAR HOME,2054.48420,8230.47500
UP KRAR STR,2053.82880,8230.79100
UP L XING:RV 73,2053.64300,8230.88080
UP KRAR ADV STR,2053.58820,8230.90770
UP L XING:RV 76,2051.76020,8231.79190
UP NPD DIST,2049.80060,8233.15770
UP NZ 500,2049.50240,8233.27780
UP NZ 250,2049.36970,8233.32030
UP DJ OPEN,2049.34370,8233.32860
UP DJ CLOSE,2049.33100,8233.33300
UP NPD HOME,2049.14070,8233.39450
UP L XING:RV 79,2048.85700,8233.49510
UP NPD STR,2048.44320,8233.92380
UP NPD ADV STR,2048.14300,8234.26510
UP L XING:RV 81,2047.75130,8234.70990
UP L XING:RV 87,2045.95190,8236.75530
UP LKNA DIST,2044.33880,8238.88330
UP L XING:RV 90,2044.27510,8238.99070
UP LKNA HOME,2044.02280,8239.41210
UP LKNA STR,2043.67330,8239.99750
UP LKNA ADV STR,2043.61010,8240.10490
UP L XING:RV 94,2042.72480,8241.27970
UP NZ 500,2040.53340,8243.34080
UP NZ 250,2040.44770,8243.42080
UP L XING:RV 100,2040.41610,8243.45010
UP DJ OPEN,2040.37420,8243.48870
UP DJ CLOSE,2040.34320,8243.51750
UP L XING:RV 102,2039.81870,8244.00630
UP GATE DIST,2039.47600,8244.32560
UP GATE SIG,2039.06940,8244.70450
UP L XING:RV 105,2039.00120,8244.76800
UP HSK DIST,2038.32490,8245.39160
UP HSK HOME,2037.87200,8245.73580
UP L XING:RV 107,2037.79770,8245.78660
UP HSK STR,2037.33870,8246.13330
UP HSK ADV STR,2037.20820,8246.23240
UP L XING:RV 108,2037.08100,8246.32860
UP TRKR DIST,2034.71910,8248.21240
UP TRKR HOME,2034.19610,8248.55320
UP TRKR STR,2033.60640,8248.97310
UP TRKR ADV STR,2033.45220,8249.08300
UP L XING:RV 118,2030.49360,8252.06290
UP KBJ DIST,2029.27960,8253.51260
UP NZ 500,2029.27850,8253.50970
UP NZ 250,2029.18770,8253.60050
UP DJ OPEN,2029.11720,8253.67350
UP DJ CLOSE,2029.05660,8253.73410
UP KBJ HOME,2028.86640,8253.92750
UP KBJ STR,2028.38720,8254.51020
UP KBJ ADV STR,2028.17450,8254.77390
UP GATE SIG,2027.93270,8255.09570
UP L XING:RV 124,2027.87470,8255.18550
UP L XING:RV 132,2025.45490,8258.35490
UP GATE DIST,2023.99470,8300.06250
UP GATE SIG,2023.63680,8300.47940
UP L XING:RV 137,2023.57710,8300.55170
UP MRBL HOME,2023.46590,8300.68110
UP MRBL STR,2023.00740,8301.18160
UP MRBL ADV STR,2022.85920,8301.34420
UP L XING:RV 141,2022.34430,8302.03270
UP NZ 500,2021.34920,8303.36760
UP NZ 250,2021.30220,8303.43010
UP DJ OPEN,2021.26460,8303.48090
UP DJ CLOSE,2021.25520,8303.49410
UP RNBT DIST,2020.25460,8304.78320
UP L XING:RV 150,2020.14070,8304.91350
UP RNBT HOME,2019.88570,8305.20650
UP L XING:RV 151,2019.80720,8305.29680
UP RNBT STR,2019.31830,8305.93010
UP RNBT ADV STR,2019.23640,8306.05760
UP L XING:RV 154,2018.74290,8306.81830
UP TIG DIST,2018.30110,8307.50830
UP TIG INN DIST,2017.99080,8307.98580
UP GATE SIG,2017.66340,8308.43700
UP L XING:RV 158,2017.56720,8308.54440
UP TIG HOME,2017.44590,8308.70890
UP TIG R HOME,2017.31270,8308.91890
UP TIG STR,2017.03890,8309.33740
UP RSD STR,500.00000,20.00000
UP RSD ADV STR,500.00000,20.00000
UP RVH HOME,500.00000,20.00000
UP URK STR,500.00000,20.00000
UP KAV STR,2110.07420,7908.28800
UP KAV ADV STR,2109.87170,7908.01170
UP ITR HOME,2109.65290,7907.90400
UP ITR STR,2109.46330,7907.14450
UP ITR ADV STR,2109.45160,7906.94170
UP GATE SIG,2109.51300,7906.54660
UP L XING,2109.55720,7906.43570
UP L XING,2109.57930,7906.27390
UP DJ OPEN,2109.73190,7905.90940
UP NGP HOME,2109.73720,7905.82010
UP NGP INT HOME,2109.56810,7905.45850
UP NGP R HOME,2109.36720,7905.35010
UP NGP STR,2108.97840,7905.31550
UP RAIPUR STR,2115.52670,8137.81750
UP R ADV STR,2115.75200,8137.94030
UP RVH HOME,2116.05380,8138.45380
UP RVH STR,2115.95680,8139.16740
UP L XING:RV3,2115.94490,8139.20840
