SIGNAL_NAME,Lat,Lng
DN L XING:299,2158.63520,8315.34860
DN BEF STR,2158.37310,8315.74330
DN L XING:298,2158.30020,8315.86090
DN BEF INT STR,2158.17680,8316.05280
DN BEF ADV STR,2158.01940,8316.28450
DN NEU SEC AHEAD,2158.05840,8316.22780
DN GATE SIG,2157.74440,8316.69540
DN L XING:297,2157.68030,8316.79300
DN IB,2157.28780,8317.38610
DN KDTR DIST,2156.71110,8318.25720
DN KDTR INNR DIST,2156.39980,8318.72740
DN KDTR HOME,2156.07830,8319.21230
DN L XING:293,2156.02300,8319.29570
DN KDTR STR,2155.51350,8320.05930
DN KDTR ADV STR,2155.35380,8320.30360
DN JSPL HOME,2155.00680,8320.82250
DN JSPL STR,2154.64600,8321.36670
DN JSPL ADV STR,2154.55830,8321.49920
DN RIG DIST,2154.35760,8321.80280
DN RIG INNR DIST,2154.03550,8322.28080
DN NEU SEC AHEAD,2153.86670,8322.53400
DN RIG HOME,2153.69560,8322.79060
DN RIG STR,2153.44940,8323.55670
DN SZB STR,2115.20360,8134.58050
DN SZB ADV STR,2115.26240,8134.89640
DN A:A404,2115.60300,8135.53210
DN A:A406,2115.85660,8136.09200
DN A:A408,2116.07050,8136.69260
DN A:A410,2116.39660,8137.29940
DN A:A412,2116.77820,8137.97470
DN URK HOME,2117.23900,8138.62740
DN CPH STR,2202.04380,8240.07140
DN CH ADV STR,2202.01620,8240.34400
DN NEU SEC,2202.39060,8240.67380
DN A:AG1,2202.49020,8240.72110
DN SVNI HOME,2202.91530,8240.91820
DN SVNI STR,2203.39520,8241.14090
DN SA G:AG5,2203.88280,8241.29920
DN SA G:AG7,2204.32590,8241.25960
DN BPRH HOME,2205.04580,8241.30750
DN BPRH STR,2205.65580,8241.41070
DN BPRH ADV STR,2205.77930,8241.43250
DN A:AG9,2206.20200,8241.50870
DN SA G:AG11,2206.66640,8241.58940
DN KTHD HOME,2207.18040,8241.67980
DN L XING,2207.29350,8241.69950
DN KTHD STR,2207.97830,8241.78360
DN L XING,2208.12480,8241.80350
DN KTHD ADV STR,2208.18630,8241.82160
DN SA G:AG13,2208.60380,8242.04900
DN A:AG15,2209.09860,8242.32780
DN MWRN HOME,2209.58100,8242.58250
DN MWRN STR,2210.12860,8242.78240
DN L XING,2210.30530,8242.85340
DN MWRN ADV STR,2210.40850,8242.90600
DN SA G:AG19,2211.08850,8243.26350
DN A:AG21,2211.70950,8243.69540
DN SRBA HOME,2212.27090,8243.91250
DN L XING,2212.53620,8243.94540
DN SRBA STR,2212.98070,8243.99840
DN SRBA ADV STR,2213.18200,8244.02190
DN L XING,2213.32510,8244.03880
DN SA G:AG25,2213.92270,8244.20000
DN PLAU HOME,2214.45490,8244.22040
DN PLAU STR,2214.74150,8244.19440
DN L XING,2214.92560,8244.20850
DN A:AG27,2215.34010,8244.17220
DN URGA HOME,2215.79060,8244.18180
DN URGA STR,2216.31690,8244.19400
DN L XING,2216.49240,8244.14270
DN URGA ADV STR,2216.53680,8244.10410
DN SA G:AG29,2216.67620,8243.94210
DN A:AG31,2217.11760,8243.48200
DN SA G:AG33,2217.64210,8243.30210
DN A:AG35,2218.17640,8243.38390
DN SA G:AG37,2218.69680,8243.44480
DN A:AG39,2219.23100,8243.36410
DN KRBA HOME,2219.86180,8243.14730
DN L XING,2220.07660,8242.94440
DN KRBA STR,2220.42000,8242.61450
DN CORD HOME,2203.87740,8208.51360
DN CORDC STR,2204.31980,8208.10210
DN NEU SEC,2204.39790,8208.03380
DN A:AK1,2204.94660,8207.55430
DN USL HOME,2205.40760,8207.16050
DN USL STR,2206.36370,8206.63660
DN USL ADV STR,2206.64590,8206.50070
DN A:AK3,2207.49060,8206.17420
DN A:AK5,2208.19680,8205.88590
DN A:AK7,2208.89160,8205.60130
DN GTK HOME,2209.49630,8205.35410
DN GTK H BRD,2209.86380,8205.20050
DN GTK STR,2210.14670,8205.08530
DN GTK ADV STR,2210.38630,8204.99080
DN DJ OPEN,2211.16900,8204.66980
DN KLTR DIST,2212.76380,8204.01700
DN KLTR INNR DIST,2213.23500,8203.82430
DN KLTR HOME,2213.74960,8203.61480
DN KLTR H BRD,2214.06720,8203.48350
DN KLTR STR,2214.36260,8203.36130
DN KLTR ADV STR,2214.54030,8203.29170
DN KGB DIST,2216.60090,8202.45060
DN KGB INNR DIST,2217.08760,8202.25260
DN KGB HOME,2217.56170,8201.96360
DN KGB H BRD,2217.84730,8201.59760
DN KGB STR,2217.97250,8201.44000
DN KGB ADV STR,2218.15550,8201.25340
DN SLKR DIST,2220.35300,8200.54000
DN SLKR INNR DIST,2220.86910,8200.41660
DN SLKR HOME,2221.40640,8200.47670
DN SLKR H BRD,2221.93450,8200.61170
DN SLKR STR,2222.09560,8200.65300
DN SLKR ADV STR,2222.29150,8200.70730
DN BIG DIST,2224.25440,8201.55810
DN NZ500,2224.73520,8201.72140
DN BIG INNR DIST,2224.77420,8201.73090
DN NZ250,2224.89040,8201.75930
DN DJ OPEN,2225.03120,8201.79380
DN DJ CLOSE,2225.14340,8201.82140
DN BIG HOME,2225.30050,8201.85970
DN BIG H BRD,2225.84040,8201.93860
DN BIG STR,2225.99450,8201.95860
DN BIG ADV STR,2226.27150,8202.02420
DN TGQ DIST,2229.36510,8200.87900
DN TGQ INNR DIST,2229.76780,8200.45090
DN TGQ HOME,2230.16500,8200.02450
DN TGQ H BRD,2230.43330,8159.74020
DN TGQ STR,2230.61610,8159.54680
DN TGQ ADV STR,2230.74420,8159.40920
DN KGS DIST,2232.56100,8157.82780
DN KGS INNR DIST,2232.75730,8157.27800
DN KGS HOME,2232.96220,8156.67500
DN KGS H BRD,2233.09770,8156.08730
DN KGS STR,2233.13310,8155.88440
DN KGS ADV STR,2233.15910,8155.67330
DN NEU SEC,2233.71330,8154.91880
DN W1,2233.92780,8154.79250
DN W2,2234.05160,8154.72240
DN W3,2234.10590,8154.68540
DN W4,2234.13580,8154.65570
DN W5,2234.15660,8154.62660
DN W6,2234.17980,8154.57890
DN W7,2234.19900,8154.49010
DN W8,2234.21400,8154.41180
DN W9,2234.22710,8154.37450
DN W10,2234.26160,8154.32620
DN W11,2234.29430,8154.29980
DN W12,2234.33210,8154.28190
DN W13,2234.38070,8154.27390
DN W14,2234.50170,8154.30900
DN W15,2234.57730,8154.33200
DN W16,2234.61420,8154.34040
DN W17,2234.65400,8154.34120
DN W18,2234.68290,8154.33510
DN W19,2234.70680,8154.32550
DN W20,2234.74060,8154.30010
DN W21,2234.77660,8154.26870
DN W22,2234.86270,8154.18090
DN W23,2234.92880,8154.11260
DN W24,2234.96210,8154.09320
DN W25,2235.01400,8154.07450
DN W26,2235.07050,8154.05730
DN W27,2235.12740,8154.04060
DN W28,2235.18580,8154.02270
DN W29,2235.24030,8153.98740
DN W30,2235.27770,8153.93730
DN W31,2235.27770,8153.93730
DN W32,2235.30940,8153.86490
DN W33,2235.32950,8153.81850
DN W34,2235.34780,8153.77250
DN W35,2235.35890,8153.73600
DN W36,2235.36410,8153.70400
DN W37,2235.36030,8153.67180
DN W38,2235.34910,8153.62900
DN W39,2235.33330,8153.58250
DN W40,2235.32570,8153.54250
DN W41,2235.32330,8153.48110
DN W42,2235.33320,8153.41720
DN W43,2235.34120,8153.35370
DN W44,2235.34510,8153.28700
DN W45,2235.34480,8153.22580
DN W46,2235.34440,8153.16170
DN W47,2235.34440,8153.10100
DN W48,2235.34460,8153.07230
DN W49,2235.34530,8153.04080
DN W50,2235.34860,8153.01090
DN W51,2235.35700,8152.98100
DN W52,2235.36970,8152.95280
DN W53,2235.38840,8152.92780
DN W54,2235.41010,8152.90650
DN W55,2235.43340,8152.88910
DN W56,2235.45860,8152.87700
DN W57,2235.48880,8152.87020
DN W58,2235.51740,8152.86850
DN W59,2235.54900,8152.87230
DN W60,2235.57740,8152.88230
DN W61,2235.60190,8152.89680
DN W62,2235.62670,8152.91640
DN W63,2235.64740,8152.94210
DN W64,2235.66290,8152.97100
DN W65,2235.67310,8153.00250
DN W66,2235.67990,8153.03840
DN W67,2235.68280,8153.06900
DN W68,2235.68470,8153.10150
DN W69,2235.68680,8153.13710
DN W70,2235.68890,8153.17280
DN W71,2235.69110,8153.21170
DN W72,2235.69340,8153.25060
DN W73,2235.69710,8153.31220
DN W74,2235.70090,8153.37710
DN W75,2235.70530,8153.43860
DN W76,2235.70790,8153.45770
DN W77,2235.71660,8153.48710
DN W78,2235.72760,8153.51600
DN W79,2235.76010,8153.56530
DN W80,2235.79810,8153.61850
DN W81,2235.83680,8153.67190
DN BHTK DIST,2235.86360,8153.70940
DN W82,2235.90650,8153.76770
DN W83,2235.93770,8153.81680
DN W84,2235.95220,8153.87650
DN W85,2235.94830,8153.93710
DN W86,2235.92960,8153.99580
DN W87,2235.90850,8154.05480
DN W88,2235.89800,8154.10830
DN W89,2235.90460,8154.16270
DN W90,2235.91970,8154.20360
DN W91,2235.94240,8154.23680
DN W92,2235.98770,8154.27540
DN BHTK INNR DIST,2236.02350,8154.30660
DN W93,2236.06720,8154.33890
DN W94,2236.09370,8154.35350
DN W95,2236.11910,8154.36240
DN W96,2236.14770,8154.36620
DN W97,2236.17300,8154.36490
DN W98,2236.20010,8154.35930
DN W99,2236.25010,8154.33660
DN W100,2236.30610,8154.30810
DN W101,2236.36480,8154.27800
DN W102,2236.41150,8154.24580
DN W103,2236.44660,8154.19930
DN W104,2236.45940,8154.16510
DN BHTK HOME,2236.46550,8154.13810
DN W105,2236.47340,8154.07100
DN W106,2236.47960,8154.02350
DN W107,2236.48560,8153.97290
DN W108,2236.49130,8153.92540
DN W109,2236.49720,8153.87780
DN W110,2236.50320,8153.82930
DN W111,2236.50200,8153.78560
DN W112,2236.49150,8153.74130
DN BHTK STR,2236.48330,8153.72460
DN W113,2236.46300,8153.68920
DN W114,2236.44030,8153.65290
DN BHTK ADV STR,2236.41760,8153.63370
DN W115,2236.38670,8153.61220
DN W116,2236.35090,8153.58470
DN W117,2236.32090,8153.55970
DN W118,2236.29450,8153.52880
DN W119,2236.27610,8153.49290
DN W120,2236.26420,8153.45580
DN W121,2236.26030,8153.41890
DN W122,2236.26170,8153.38000
DN W123,2236.26670,8153.35080
DN W124,2236.27950,8153.31950
DN W125,2236.29990,8153.28760
DN W126,2236.32580,8153.25800
DN W127,2236.35500,8153.23520
DN W128,2236.38180,8153.22170
DN W129,2236.41330,8153.21260
DN W130,2236.44470,8153.20970
DN W131,2236.47010,8153.21090
DN W132,2236.50690,8153.22010
DN W133,2236.54270,8153.23760
DN W134,2236.58730,8153.27210
DN W135,2236.62900,8153.30600
DN W136,2236.66670,8153.34390
DN W137,2236.69530,8153.39070
DN W138,2236.70990,8153.44210
DN W139,2236.72170,8153.49820
DN W140,2236.73420,8153.56000
DN W141,2236.75030,8153.60960
DN W142,2236.77430,8153.66010
DN W143,2236.80270,8153.71700
DN W144,2236.82490,8153.76260
DN W145,2236.84630,8153.80860
DN W146,2236.87160,8153.86330
DN W147,2236.88890,8153.90030
DN W148,2236.92410,8153.95600
DN W149,2236.96650,8154.00430
DN W150,2237.00970,8154.05170
DN W151,2237.05550,8154.10210
DN W152,2237.10560,8154.15760
DN W153,2237.14730,8154.20390
DN W154,2237.18700,8154.24780
DN W155,2237.22880,8154.29400
DN W156,2237.26840,8154.33800
DN W157,2237.31020,8154.38420
DN W158,2237.34520,8154.42500
DN W159,2237.38070,8154.47690
DN W160,2237.40730,8154.52030
DN W161,2237.43070,8154.56980
DN W162,2237.44740,8154.61990
DN W163,2237.46330,8154.67330
DN W164,2237.47870,8154.72410
DN W165,2237.49470,8154.77770
DN W166,2237.51050,8154.83440
DN W167,2237.52730,8154.89400
DN W168,2237.54790,8154.95250
DN W169,2237.57790,8155.00280
DN W170,2237.61150,8155.05090
DN W171,2237.64670,8155.10710
DN W172,2237.66430,8155.16630
DN W173,2237.67760,8155.22030
DN W174,2237.68990,8155.27250
DN W175,2237.70030,8155.31390
DN W176,2237.71740,8155.35700
DN W177,2237.74860,8155.40470
DN W178,2237.79680,8155.43860
DN W179,2237.85350,8155.45320
DN W180,2237.91260,8155.45390
DN W181,2237.95730,8155.45310
DN W182,2238.00780,8155.45430
DN W183,2238.04810,8155.46650
DN W184,2238.08410,8155.49150
DN W185,2238.12490,8155.53850
DN W186,2238.15020,8155.57650
DN W187,2238.17840,8155.62160
DN W188,2238.21190,8155.65690
DN W189,2238.24940,8155.67900
DN W190,2238.30460,8155.69080
DN W191,2238.35480,8155.68940
DN W192,2238.40070,8155.68730
DN W193,2238.45370,8155.69210
DN W194,2238.50370,8155.71340
DN W195,2238.54590,8155.75460
DN W196,2238.56850,8155.79620
DN W197,2238.58820,8155.85680
DN W198,2238.60800,8155.92090
DN W199,2238.61940,8155.95380
DN KOI DIST,2238.63480,8155.98730
DN W200,2238.65910,8156.01500
DN W201,2238.68340,8156.03560
DN W202,2238.71830,8156.05350
DN W203,2238.75640,8156.06090
DN W204,2238.81560,8156.06590
DN W205,2238.87470,8156.07010
DN W206,2238.92190,8156.07740
DN W207,2238.96130,8156.09560
DN W208,2238.99100,8156.11990
DN W209,2239.01270,8156.14680
DN W210,2239.03070,8156.17940
DN W211,2239.04050,8156.21180
DN W212,2239.05180,8156.25130
DN W213,2239.06410,8156.29810
DN KOI INNR DIST,2239.07230,8156.32610
DN W214,2239.09170,8156.36000
DN W215,2239.10930,8156.38190
DN W216,2239.15270,8156.42290
DN W217,2239.19890,8156.46410
DN W218,2239.24280,8156.50320
DN W219,2239.29590,8156.55060
DN W220,2239.34430,8156.57250
DN W221,2239.38460,8156.59070
DN W222,2239.43230,8156.60630
DN W223,2239.48060,8156.61640
DN W224,2239.52310,8156.61480
DN KOI HOME,2239.57040,8156.60250
DN W225,2239.60790,8156.58940
DN W226,2239.63760,8156.57450
DN W227,2239.66450,8156.55590
DN W228,2239.66450,8156.53670
DN L XING:,2239.71150,8156.50870
DN W229,2239.74260,8156.46700
DN W230,2239.84090,8156.28950
DN W231,2239.93720,8156.11530
DN KOI STR,2240.01450,8155.98870
DN KOI ADV STR,2240.10140,8155.84320
DN W232,2240.12770,8155.78230
DN W233,2240.15610,8155.75510
DN W234,2240.19370,8155.73170
DN W235,2240.23050,8155.72090
DN W236,2240.26790,8155.71690
DN W237,2240.31120,8155.72250
DN W238,2240.36830,8155.73910
DN W239,2240.41950,8155.75420
DN W240,2240.47340,8155.77040
DN W241,2240.51330,8155.77880
DN W242,2240.55610,8155.78500
DN W243,2240.59950,8155.78310
DN W244,2240.64030,8155.77690
DN W245,2240.67590,8155.76540
DN W246,2240.71280,8155.74780
DN W247,2240.75050,8155.72270
DN W248,2240.78340,8155.69600
DN W249,2240.81630,8155.66940
DN W250,2240.86550,8155.62790
DN W251,2240.90990,8155.59040
DN W252,2240.95910,8155.54890
DN W253,2241.00820,8155.50740
DN W254,2241.05470,8155.46400
DN W255,2241.09530,8155.41900
DN W256,2241.13030,8155.36760
DN W257,2241.15650,8155.32910
DN W258,2241.18590,8155.28510
DN W259,2241.21280,8155.24280
DN W260,2241.24140,8155.19790
DN SBRA DIST,2241.29610,8155.11660
DN W261,2241.32510,8155.06770
DN W262,2241.35590,8155.02000
DN W263,2241.37980,8154.98290
DN W264,2241.40210,8154.94850
DN W265,2241.42600,8154.91140
DN W266,2241.45150,8154.87320
DN W267,2241.47650,8154.83780
DN W268,2241.50030,8154.80490
DN W269,2241.52240,8154.77450
DN W270,2241.55100,8154.74620
DN W271,2241.57900,8154.72200
DN W272,2241.60840,8154.70070
DN W273,2241.64260,8154.67850
DN SBRA INNR DIST,2241.68600,8154.65380
DN W274,2241.78660,8154.58970
DN W275,2241.86410,8154.54210
DN W276,2241.92780,8154.50890
DN W277,2241.96590,8154.49800
DN W278,2242.00180,8154.49130
DN W279,2242.04570,8154.48950
DN W280,2242.08340,8154.49220
DN W281,2242.11750,8154.50100
DN W282,2242.15150,8154.51170
DN SBRA HOME,2242.19470,8154.53120
DN W283,2242.25210,8154.55790
DN W284,2242.29180,8154.57580
DN W285,2242.32930,8154.59210
DN W286,2242.36900,8154.60800
DN W287,2242.40610,8154.61720
DN W288,2242.44630,8154.62530
DN W289,2242.48250,8154.63000
DN W290,2242.51850,8154.62860
DN W291,2242.55300,8154.62650
DN W292,2242.59070,8154.61930
DN W293,2242.62530,8154.61170
DN W294,2242.65870,8154.60030
DN W295,2242.69480,8154.58570
DN W296,2242.72810,8154.57190
DN W297,2242.75850,8154.55910
DN SBRA STR,2242.79450,8154.54540
DN W298,2242.86380,8154.51220
DN SBRA ADV STR,2242.91600,8154.49260
DN PND DIST,2243.85160,8153.15570
DN PND INNR DIST,2244.20800,8153.68160
DN NEU SEC,2244.22220,8153.70890
DN PND HOME,2244.74230,8154.03800
DN PND STR,2245.54060,8153.90080
DN MXA STR,2109.44740,8121.37810
DN LXING:DD10,2109.43430,8121.35050
DN MXA ADV STR,2109.32090,8121.16010
DN GATE INNR DIST,2109.06940,8120.73930
DN GATE SIG,2109.06080,8120.23450
DN LXING:DD08,2109.11820,8120.13320
DN GATE DIST,2109.98370,8118.61270
DN GATE INNR DIST,2110.27880,8118.12830
DN GATE SIG,2110.78880,8118.13820
DN LXING:DD04,2110.90300,8118.17510
DN DLBS HOME,2111.00020,8118.20600
DN DURG HOME,2111.62750,8118.32290
DN DURG INT HOME,2111.80590,8118.07060
DN DURG STR,2112.08710,8117.32080
DN TDOK STR,1957.65060,8107.56490
DN TDOK ADV STR,1957.77230,8107.68610
DN AAGH DIST,2003.91680,8108.32980
DN AAGH INNR DIST,2004.56450,8108.37550
DN AAGH HOME,2005.10440,8108.32710
DN AAGH STR,2005.78350,8108.35280
DN AAGH ADV STR,2005.91830,8108.35880
DN NEU SEC,2006.26950,8108.38460
DN KETI DIST,2012.11220,8105.42400
DN KETI INNR DIST,2012.63280,8105.18540
DN KETI HOME,2013.14470,8105.01260
DN KETI STR,2013.83340,8104.78450
DN KETI ADV STR,2013.99900,8104.72380
DN BPTP DIST,2016.33490,8104.40630
DN BPTP INNR DIST,2016.79330,8104.03460
DN BPTP HOME,2017.34120,8104.02000
DN BPTP STR,2018.03810,8103.81540
DN BPTP ADV SRT,2018.23400,8103.75400
DN NEU SEC,2018.66960,8103.67600
DN GUDM DIST,2024.79040,8104.47410
DN GUDM INNR DIST,2025.30650,8104.75700
DN GUDM HOME,2025.81380,8105.02250
DN GUDM STR,2026.46060,8105.15510
DN GUDM ADV STR,2026.63220,8105.18850
DN HALT:SHIT,2029.43370,8104.65490
DN DRZ DIST,2033.60460,8104.16350
DN DRZ INNR DIST,2034.13840,8104.08350
DN DRZ HOME,2034.69000,8103.97520
DN UNMND LXING,2034.80440,8103.99710
DN DRZ STR,2035.45390,8104.14540
DN DRZ ADV STR,2035.62820,8104.17550
DN NEU SEC,2036.62510,8104.54300
DN KYS DIST,2037.17350,8104.79270
DN KYS INNR DIST,2037.71670,8105.03760
DN KYS HOME,2038.21330,8105.26220
DN LXING:DD59,2038.31460,8105.30790
DN KYS STR,2038.80170,8105.67240
DN KYS ADV STR,2038.90130,8105.80790
DN HALT:BSBH,2041.34710,8107.55900
DN BXA DIST,2043.96910,8110.57770
DN BXA INNR DIST,2044.10100,8111.14530
DN BXA HOME,2044.23690,8111.73100
DN LXING:DD50,2044.29360,8111.90000
DN BXA STR,2044.49460,8112.46070
DN BXA ADV STR,2044.55860,8112.61880
DN GATE SIG,2044.65330,8112.86840
DN LXING:DD48,2044.68810,8112.96380
DN NEU SEC,2044.83350,8113.34700
DN GATE DIST,2046.11900,8115.66180
DN GATE INNR DIST,2046.64170,8115.78030
DN GATE SIG,2047.20130,8115.90950
DN LXING:DD46,2047.31910,8115.93730
DN LBO HOME,2047.66710,8116.01680
DN LBO STR,2048.28530,8116.16180
DN LBO ADV STR,2048.40040,8116.18890
DN GATE DIST,2050.43880,8116.65700
DN GATE INNR DIST,2050.99230,8116.78500
DN GATE SIG,2051.50940,8116.93800
DN LXING:DD40,2051.61580,8116.97630
DN HALT:SKSO,2052.13290,8117.16940
DN GATE SIG,2052.20860,8117.19750
DN LXING:DD39,2052.30980,8117.23320
DN GATE DIST,2055.14920,8117.81250
DN NUE SEC,2055.50350,8117.88370
DN GATE INNR DIST,2055.69150,8117.92340
DN GATE SIG,2056.23540,8118.03470
DN LXING:DD33,2056.32330,8118.05260
DN GDZ HOME,2056.49060,8118.08700
DN GDZ STR,2057.12140,8118.21540
DN GDZ ADV STR,2057.28250,8118.25420
DN GATE DIST,2058.26210,8118.44310
DN GATE INNR DIST,2058.80530,8118.55260
DN GATE SIG,2059.34200,8118.66080
DN LXING:DD27,2059.47170,8118.69280
DN LXING:DD24,2101.11090,8119.02190
DN RSA DIST,2101.99100,8119.19810
DN RSA INNR DIST,2102.54850,8119.30830
DN RSA HOME,2103.09540,8119.41690
DN LXING:DD19,2103.25470,8119.44790
DN RSA STR,2103.68100,8119.53250
DN RSA ADV STR,2103.80290,8119.55940
DN GATE DIST,2104.87180,8119.77000
DN GATE INNR DIST,2105.40830,8119.87600
DN HALT:PUWA,2105.87910,8119.96850
DN GATE SIG,2105.87910,8119.96850
DN LXING:DD15,2106.06030,8120.00380
DN NUE SEC,2106.20730,8120.03130
DN MXA DIST,2108.32150,8120.45290
DN MXA INNR DIST,2108.92490,8120.59060
DN MXA HOME,2109.23910,8121.02770
DN LXING:DD10,2109.42020,8121.33810
DN MXA STR,2109.66940,8121.74950
DN RSD STR,2116.80820,8139.08990
DN RSD ADV STR,2117.13420,8139.08770
DN URK STR,2117.72630,8139.08600
DN TIG STR,2017.15770,8309.14160
DN TIG ADV STR,2017.39290,8308.77970
DN GATE SIG,2017.47180,8308.67570
DN L XING:RV 158,2017.55230,8308.56250
DN L XING:RV 154,2018.70160,8306.86570
DN RNBT DIST,2018.82830,8306.68450
DN RNBT HOME,2019.19100,8306.12640
DN RNBT STR,2019.58820,8305.54630
DN L XING:RV 151,2019.77290,8305.33490
DN RNBT ADV STR,2019.79340,8305.31100
DN L XING:RV 150,2020.09920,8304.96040
DN NZ 500,2020.98650,8303.85300
DN NZ 250,2021.03780,8303.78410
DN DJ OPEN,2021.06330,8303.74950
DN DJ CLOSE,2021.08040,8303.72650
DN L XING:RV 141,2022.31670,8302.06490
DN MRBL DIST,2022.44160,8301.89590
DN MRBL HOME,2022.82480,8301.38370
DN MRBL STR,2023.27900,8300.88810
DN MRBL ADV STR,2023.43000,8300.72650
DN L XING:RV 137,2023.52570,8300.60930
DN L XING:RV 132,2025.42220,8258.39690
DN GATE DISTANT,2027.41450,8255.87500
DN GATE CUM DIST,2027.79560,8255.29980
DN L XING:RV 124,2027.86460,8255.19280
DN KBJ HOME,2028.07210,8254.90130
DN KBJ STR,2028.62390,8254.22500
DN NZ 500,2028.83100,8253.96840
DN KBJ ADV STR,2028.84550,8253.95110
DN NZ 250,2028.94340,8253.84950
DN DJ OPEN,2029.03350,8253.75890
DN DJ CLOSE,2029.08780,8253.70460
DN L XING:RV 118,2030.45420,8252.10880
DN TRKR DIST,2032.89620,8249.49410
DN TRKR HOME,2033.34710,8249.16250
DN TRKR STR,2033.93820,8248.73680
DN TRKR ADV STR,2034.07660,8248.62930
DN GATE DISTANT,2036.41610,8246.92870
DN GATE CUM DIST,2036.93330,8246.43890
DN L XING:RV 108,2037.02720,8246.37060
DN HSK HOME,2037.14130,8246.28460
DN HSK STR,2037.64830,8245.90860
DN L XING:RV 107,2037.76400,8245.81340
DN HSK ADV STR,2037.83320,8245.76360
DN GATE DISTANT,2038.50910,8245.22700
DN GATE SIG,2038.88010,8244.88280
DN L XING:RV 105,2038.96260,8244.80560
DN L XING:RV 102,2039.78570,8244.03950
DN NZ 500,2040.10370,8243.74410
DN NZ 250,2040.18920,8243.66400
DN DJ OPEN,2040.21490,8243.64010
DN DJ CLOSE,2040.23240,8243.62400
DN L XING:RV 100,2040.38460,8243.48240
DN LKNA DIST,2043.13020,8240.77190
DN LKNA HOME,2043.49630,8240.29830
DN LKNA STR,2043.90020,8239.61810
DN LKNA ADV STR,2043.98530,8239.47310
DN L XING:RV 90,2044.25020,8239.03170
DN L XING:RV 87,2045.91230,8236.79880
DN NPD DIST,2047.68000,8234.79100
DN L XING:RV 81,2047.71530,8234.75090
DN NPD HOME,2048.07880,8234.33740
DN NPD STR,2048.73360,8233.59170
DN L XING:RV 79,2048.83710,8233.50530
DN NPD ADV STR,2049.06330,8233.41740
DN NZ 500,2049.33040,8233.33300
DN NZ 250,2049.35140,8233.32610
DN DJ OPEN,2049.37200,8233.31980
DN DJ CLOSE,2049.38240,8233.31640
DN L XING:RV 76,2051.71700,8231.81340
DN KRAR DIST,2052.97480,8231.20550
DN KRAR HOME,2053.51120,8230.94620
DN L XING:RV 73,2053.60420,8230.90130
DN KRAR STR,2054.21590,8230.60250
DN KRAR ADV STR,2054.42220,8230.50530
DN GATE SIG,2054.63960,8230.39940
DN L XING:RV 71,2054.72870,8230.35050
DN L XING:RV 68,2055.95870,8229.59170
DN L XING:RV 67,2056.77900,8229.10490
DN KMK DIST,2058.07430,8228.22410
DN KMK HOME,2058.47200,8227.81290
DN L XING:RV 63,2058.56760,8227.71430
DN KMK STR,2059.09240,8227.17130
DN KMK ADV STR,2059.25640,8227.00090
DN L XING:RV 59,2100.17600,8226.04830
DN NZ 500,2100.42610,8225.78950
DN NZ 250,2100.49340,8225.72020
DN DJ OPEN,2100.54120,8225.67040
DN DJ CLOSE,2100.56990,8225.64060
DN BGBR DIST,2102.13130,8223.83490
DN BGBR HOME,2102.46630,8223.42040
DN BGBR STR,2102.87680,8222.95010
DN L XING:RV 52,2102.99360,8222.76560
DN BGBR ADV STR,2102.99910,8222.75830
DN BMKJ DIST,2104.60090,8218.42130
DN L XING:RV 47,2104.64620,8218.17720
DN BMKJ HOME,2104.72520,8217.74600
DN BMKJ STR,2104.85640,8217.03360
DN L XING:RV 46,2104.85860,8217.02090
DN BMKJ ADV STR,2104.89670,8216.84610
DN L XING:RV 45,2105.42620,8215.70160
DN ARN DIST,2105.88460,8212.01220
DN ARN HOME,2106.01030,8211.46630
DN L XING:RV 39,2106.04320,8211.32860
DN ARN STR,2106.18050,8210.73330
DN ARN ADV STR,2106.22980,8210.51900
DN GATE SIG,2106.37070,8209.85830
DN L XING:RV 38,2106.37590,8209.75780
DN NZ 500,2106.55150,8207.47650
DN NZ 250,2106.57710,8207.35200
DN DJ OPEN,2106.58810,8207.29880
DN DJ CLOSE,2106.59320,8207.27290
DN MSMD DIST,2106.60240,8207.26110
DN MSMD HOME,2106.71540,8206.67380
DN L XING:RV 35,2106.74180,8206.54630
DN MSMD STR,2106.85480,8205.97650
DN L XING:RV 34,2106.90450,8205.75970
DN MSMD ADV STR,2106.92710,8205.69820
DN BLSN DIST,2108.79610,8203.14010
DN L XING:RV 31,2108.98530,8202.87790
DN BLSN HOME,2109.09370,8202.64060
DN L XING:RV 30,2109.12950,8202.53950
DN BLSN STR,2109.32430,8201.98240
DN BLSN ADV STR,2109.41060,8201.73580
DN GATE DIST,2109.75390,8200.71330
DN GATE SIG,2109.96100,8200.16210
DN L XING:RV 28,2109.99680,8200.06000
DN GATE DIST,2110.80600,8158.58050
DN GATE SIG,2111.06920,8158.05610
DN L XING:RV 25,2111.11010,8157.96330
DN ANMD HOME,2111.15460,8157.85440
DN L XING:RV 24,2111.19600,8157.75340
DN ANMD STR,2111.46150,8157.08740
DN L XING:RV 23,2111.50390,8156.91890
DN ANMD ADV STR,2111.50560,8156.90910
DN L XING:RV 21,2111.68660,8156.06050
DN NZ 500,2111.84050,8155.02920
DN LAE DIST,2111.85410,8154.95410
DN NZ 250,2111.86750,8154.87890
DN DJ OPEN,2111.87410,8154.84130
DN DJ CLOSE,2111.88080,8154.80410
DN LAE INN DIST,2111.97150,8154.29340
