SIGNAL_NAME,Lat,Lng
DN MID SA G:A360,2112.09850,8115.50360
DN MID L XING,2112.12980,8115.63900
DN MID SA G:A362,2112.27450,8116.26760
DN MID L XING,2112.30460,8116.39840
DN MID DURG HOME,2112.17720,8117.08110
DN MID DURG STR,2111.90510,8117.78070
DN 3RD CPH STR,2202.06150,8239.98960
DN 3RD CPH ADV STR,2201.96790,8240.54550
DN 3RD NEU SEC,2201.90800,8240.88300
DN 3RD SA G:AJ502,2201.87290,8241.05450
DN 3RD L XING:336,2201.85120,8241.17540
DN 3RD SA G:AJ504,2201.78830,8241.52500
DN 3RD L XING:335,2201.76610,8241.64890
DN 3RD A:AJ506,2201.64520,8242.31690
DN 3RD SA G:AJ508,2201.50360,8243.09770
DN 3RD L XING:334,2201.46730,8243.29820
DN 3RD SRGD HOME,2201.35840,8243.89970
DN 3RD SRGD STR,2201.20530,8244.73400
DN 3RD SRGD ADV STR,2201.18160,8244.86540
DN 3RD BUA DIST,2200.90420,8247.15550
DN 3RD BUA INNR DIST,2200.83840,8247.74000
DN 3RD BUA HOME,2200.77310,8248.32160
DN 3RD BUA STR,2200.70180,8248.96750
DN 3RD L XING:328,2200.68450,8249.03160
DN 3RD BUA ADV STR 88,2200.68810,8249.17780
DN 3RD GATE DIST,2200.95680,8251.58220
DN 3RD GATE INNR DIST,2200.97760,8252.18970
DN 3RD GATE SIG,2200.98100,8252.76120
DN 3RD L XING:324,2200.98150,8252.88280
DN 3RD SKT DIST,2200.59470,8255.60680
DN 3RD SKT INNR DIST,2200.61220,8256.22600
DN 3RD SKT HOME,2200.65960,8256.80930
DN 3RD SKT STR,2200.72290,8257.55750
DN 3RD L XING:321,2200.72720,8257.64230
DN 3RD SKT ADV STR,2200.75500,8257.97990
DN 3RD L XING:320,2200.76230,8258.09160
DN 3RD JDI DIST,2200.31280,8301.50070
DN 3RD NEU SEC,2200.24130,8301.86890
DN 3RD JDI INNR DIST,2200.19930,8302.08360
DN 3RD JDI HOME,2200.08730,8302.66180
DN 3RD JDI STR,2159.95200,8303.36000
DN 3RD L XING:306,2159.90930,8303.57870
DN 3RD KHS DIST,2159.77780,8304.25990
DN 3RD KHS INNR DIST,2159.64770,8304.85820
DN 3RD KHS HOME,2159.50700,8305.42320
DN 3RD L XING:310,2159.45300,8305.78230
DN 3RD KHS STR,2159.56250,8306.36330
DN 3RD KHS ADV STR,2159.59370,8306.49220
DN 3RD GATE INNR DIST,2159.69790,8306.93740
DN 3RD GATE SIG,2159.82950,8307.48320
DN 3RD L XING:311,2159.85330,8307.60890
DN 3RD NEU SEC,2159.88800,8308.40990
DN 3RD ROB DIST,2159.86030,8308.94820
DN 3RD ROB INNR DIST,2159.75950,8309.55830
DN 3RD ROB HOME,2159.57840,8310.10260
DN 3RD ROB STR,2159.38880,8311.16600
DN 3RD L XING:305,2159.42540,8311.29630
DN 3RD ROB ADV STR,2159.43420,8311.31950
DN 3RD SPGL INNR DIST,2159.64770,8311.78740
DN 3RD SPGL HOME,2159.88600,8312.30300
DN 3RD L XING:303,2159.93450,8312.40800
DN 3RD SPGL STR,2159.98620,8313.24300
DN 3RD SPGL ADV STR,2159.91860,8313.39740
DN 3RD GATE SIG,2159.72580,8313.69740
DN 3RD L XING:301,2159.66960,8313.78270
DN 3RD BEF DIST,2159.38890,8314.20790
DN 3RD BEF INNR DIST,2159.06920,8314.69240
DN 3RD BEF HOME,2158.74440,8315.18330
DN 3RD L XING:299,2158.63520,8315.34860
DN 3RD BEF STR,2158.35190,8315.78190
DN 3RD L XING:298,2158.30020,8315.86090
DN 3RD BEF INT STR,2158.17680,8316.05280
DN 3RD BEF ADV STR,2158.02680,8316.28090
DN 3RD NEU SEC,2157.92630,8316.41680
DN 3RD GATE SIG,2157.74590,8316.70060
DN 3RD L XING:297,2157.68030,8316.79300
DN 3RD KDTR DIST,2156.71110,8318.25720
DN 3RD KDTR INNR DIST,2156.39980,8318.72740
DN 3RD KDTR HOME,2156.07830,8319.21230
DN 3RD L XING:293,2156.02300,8319.29570
DN 3RD KDTR STR,2155.51350,8320.05930
DN 3RD KDTR ADV STR,2155.41830,8320.20220
DN 3RD JSPL INNR DIST,2155.06250,8320.74350
DN 3RD JSPL HOME,2154.74200,8321.22690
DN 3RD JSPL STR,2154.58090,8321.46980
DN 3RD JSPL ADV STR,2154.56930,8321.50000
DN 3RD RIG DIST,2154.35760,8321.80280
DN 3RD RIG INNR DIST,2154.02660,8322.31470
DN 3RD NEU SEC,2153.77910,8322.66530
DN 3RD RIG HOME,2153.69560,8322.79060
DN 3RD RIG STR,2153.45030,8323.58870
